"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Cam Newton (FA)","21","30","70.0","242","8.1","3","0","3","11","79","0","0","1","38.0","38.0","9.3%"
"2","Kirk Cousins (MIN)","28","40","70.0","405","10.1","3","0","3","5","1","1","0","1","34.3","34.3","74.4%"
"3","Justin Herbert (LAC)","22","31","71.0","302","9.7","3","0","3","6","9","1","0","1","33.0","33.0","99.8%"
"4","Tom Brady (TB)","26","41","63.4","399","9.7","4","1","1","5","3","0","0","1","31.3","31.3","97.1%"
"5","Ryan Tannehill (TEN)","18","27","66.7","216","8.0","1","0","2","7","38","2","0","1","28.4","28.4","26.2%"
"6","Deshaun Watson (CLE)","28","39","71.8","365","9.4","3","1","4","3","12","0","0","1","26.8","26.8","71.2%"
"7","Aaron Rodgers (GB)","19","24","79.2","240","10.0","4","0","1","1","4","0","0","1","26.0","26.0","94.6%"
"8","Lamar Jackson (BAL)","10","18","55.6","113","6.3","3","1","0","11","97","0","0","1","25.2","25.2","98.9%"
"9","Drew Lock (SEA)","25","41","61.0","339","8.3","2","0","2","2","7","0","0","1","24.3","24.3","3.4%"
"10","Matthew Stafford (LAR)","20","31","64.5","293","9.5","3","1","1","2","9","0","0","1","23.6","23.6","93.9%"
"11","Derek Carr (LV)","24","38","63.2","371","9.8","2","2","3","2","1","0","0","1","22.9","22.9","89.4%"
"12","Matt Ryan (IND)","29","44","65.9","265","6.0","2","0","1","3","1","1","1","1","22.7","22.7","42.8%"
"13","Josh Allen (BUF)","18","25","72.0","224","9.0","3","1","1","2","3","0","0","1","20.3","20.3","99.9%"
"14","Drew Brees (FA)","22","32","68.8","201","6.3","3","0","2","0","0","0","0","1","20.0","20.0","35.7%"
"15","Mason Rudolph (PIT)","22","39","56.4","315","8.1","2","1","1","1","1","0","0","1","19.7","19.7","0.2%"
"16","Tua Tagovailoa (MIA)","35","58","60.3","361","6.2","1","3","1","6","28","0","0","1","18.2","18.2","63.6%"
"17","Russell Wilson (DEN)","20","36","55.6","181","5.0","2","0","2","5","29","0","0","1","18.1","18.1","94.6%"
"18","Jalen Hurts (PHI)","7","20","35.0","72","3.6","0","1","1","8","34","2","0","1","17.3","17.3","96.3%"
"19","Chad Henne (KC)","23","32","71.9","218","6.8","2","0","1","2","0","0","0","1","16.7","16.7","0.1%"
"20","Mike Glennon (FA)","26","42","61.9","261","6.2","2","0","6","1","2","0","1","1","16.6","16.6","0.6%"
"21","Baker Mayfield (CAR)","17","27","63.0","196","7.3","1","0","4","6","44","0","0","1","16.2","16.2","7.4%"
"22","Daniel Jones (NYG)","17","25","68.0","229","9.2","2","1","2","9","17","0","1","1","15.9","15.9","19.4%"
"23","C.J. Beathard (JAC)","25","37","67.6","273","7.4","1","0","3","3","10","0","1","1","13.9","13.9","0.1%"
"24","John Wolford (LAR)","22","38","57.9","231","6.1","0","1","2","6","56","0","0","1","13.8","13.8","0.1%"
"25","Andy Dalton (NO)","29","47","61.7","244","5.2","0","1","6","7","48","0","0","1","13.6","13.6","0.7%"
"26","Sam Darnold (CAR)","23","34","67.6","266","7.8","1","2","3","1","3","0","0","1","12.9","12.9","3.7%"
"27","Alex Smith (FA)","22","32","68.8","162","5.1","2","2","3","1","0","0","0","1","12.5","12.5","5.0%"
"28","Philip Rivers (FA)","17","27","63.0","164","6.1","1","1","0","2","-2","0","0","1","11.4","11.4","20.6%"
"29","Mitchell Trubisky (PIT)","33","42","78.6","252","6.0","0","1","1","4","22","0","0","1","11.3","11.3","5.2%"
"30","Taysom Hill (NO)","0","0","0","0","0","0","0","0","7","41","1","0","1","11.1","11.1","2.4%"
"31","Matt Barkley (BUF)","6","13","46.2","164","12.6","1","1","0","3","-3","0","0","1","9.3","9.3","0.0%"
"32","Chris Streveler (FA)","11","16","68.8","105","6.6","1","1","2","3","12","0","0","1","8.4","8.4","0.0%"
"33","Teddy Bridgewater (MIA)","13","23","56.5","176","7.7","0","2","1","3","7","0","0","1","5.7","5.7","1.9%"
"34","Kyler Murray (ARI)","8","11","72.7","87","7.9","0","0","2","2","3","0","0","1","3.8","3.8","97.3%"
"35","Tommy Stevens (FA)","0","0","0","0","0","0","0","0","4","24","0","0","1","2.4","2.4","0.0%"
"36","Joshua Dobbs (CLE)","4","5","80.0","2","0.4","0","0","0","2","20","0","0","1","2.1","2.1","0.1%"
"37","P.J. Walker (CAR)","5","14","35.7","95","6.8","0","3","2","0","0","0","0","1","0.8","0.8","0.1%"
"38","Tyler Huntley (BAL)","1","1","100.0","8","8.0","0","0","0","6","5","0","0","1","0.8","0.8","1.4%"
